"PERMNO","Company Name","Ticker","SP500 Start","SP500 End"
"77157","OWENS ILL INC","OI","Jan. 2, 2009","Dec. 1, 2016"
"77178","QUALCOMM INC","QCOM","July 22, 1999","Dec. 31, 2024"
"77274","GILEAD SCIENCES INC","GILD","July 1, 2004","Dec. 31, 2024"
"77281","WHOLE FOODS MARKET INC","WFMI","Jan. 3, 2006","Aug. 28, 2017"
"77338","ROPER INDUSTRIES INC NEW","ROP","Dec. 23, 2009","Dec. 31, 2024"
"77418","TIME WARNER INC NEW","TWX","Jan. 4, 1999","June 19, 2018"
"77462","MACYS INC","M","Dec. 1, 1995","April 3, 2020"
"77481","EL PASO CORP","EP","Oct. 26, 1999","May 24, 2012"
"77605","BOSTON SCIENTIFIC CORP","BSX","Feb. 24, 1995","Dec. 31, 2024"
"77606","KOHLS CORP","KSS","Aug. 14, 1998","Sept. 18, 2020"
"77659","BED BATH & BEYOND INC","BBBY","Oct. 1, 1999","July 25, 2017"
"77661","D R HORTON INC","DHI","July 5, 2005","Dec. 31, 2024"
"77668","EXPRESS SCRIPTS INC","ESRX","Sept. 26, 2003","Dec. 21, 2018"
"77702","STARBUCKS CORP","SBUX","June 8, 2000","Dec. 31, 2024"
"77730","TYSON FOODS INC","TSN","Aug. 11, 2005","Dec. 31, 2024"
"77768","PRAXAIR INC","PX","July 6, 1992","Oct. 30, 2018"
"77976","MCAFEE INC","MFE","Dec. 23, 2008","Feb. 28, 2011"
"78034","PATTERSON COMPANIES INC","PDCO","Oct. 11, 2005","March 16, 2018"
"78139","COMPUWARE CORP","CPWR","Jan. 4, 1999","Dec. 30, 2011"
"78877","CHESAPEAKE ENERGY CORP","CHK","March 3, 2006","March 16, 2018"
"78916","WATSON PHARMACEUTICALS INC","WPI","April 12, 1999","May 11, 2020"
"78975","INTUIT INC","INTU","Dec. 11, 2000","Dec. 31, 2024"
"78987","MICROCHIP TECHNOLOGY INC","MCHP","Sept. 7, 2007","Dec. 31, 2024"
"79094","JABIL CIRCUIT INC","JBL","Jan. 30, 2001","Nov. 4, 2014"
"79103","O REILLY AUTOMOTIVE INC","ORLY","March 27, 2009","Dec. 31, 2024"
"79212","X T O ENERGY INC","XTO","Dec. 29, 2004","June 25, 2010"
"79265","FLIR SYSTEMS INC","FLIR","Jan. 2, 2009","May 13, 2021"
"79323","ALLSTATE CORP","ALL","July 13, 1995","Dec. 31, 2024"
"79547","EQUITY RESIDENTIAL","EQR","Dec. 3, 2001","Dec. 31, 2024"
"79879","J D S UNIPHASE CORP","JDSU","July 27, 2000","Dec. 20, 2013"
"80080","EASTMAN CHEMICAL CO","EMN","Jan. 4, 1994","Dec. 31, 2024"
"80100","SIMON PROPERTY GROUP INC NEW","SPG","June 26, 2002","Dec. 31, 2024"
"80266","QLOGIC CORP","QLGC","Dec. 12, 2000","Jan. 14, 2011"
"80303","A K STEEL HOLDING CORP","AKS","July 1, 2008","Dec. 16, 2011"
"80381","AVALONBAY COMMUNITIES INC","AVB","Jan. 10, 2007","Dec. 31, 2024"
"80406","PROLOGIS","PLD","July 17, 2003","June 2, 2011"
"80711","APARTMENT INVESTMENT & MGMT CO","AIV","March 14, 2003","Dec. 18, 2020"
"80913","AFFILIATED COMPUTER SERVICES INC","ACS","April 2, 2004","Feb. 5, 2010"
"81055","CAPITAL ONE FINANCIAL CORP","COF","July 1, 1998","Dec. 31, 2024"
"81061","MCKESSON H B O C INC","MCK","Jan. 13, 1999","Dec. 31, 2024"
"81138","APOLLO GROUP INC","APOL","May 15, 2002","June 28, 2013"
"81540","AMERISOURCEBERGEN CORP","ABC","Aug. 30, 2001","Dec. 31, 2024"
"81655","DARDEN RESTAURANTS INC","DRI","May 30, 1995","Dec. 31, 2024"
"81774","FREEPORT MCMORAN COPPER & GOLD","FCX","July 31, 1995","Dec. 31, 2024"
"81776","M E M C ELECTRONIC MATERIALS INC","WFR","May 31, 2007","Dec. 16, 2011"
"81857","CAMERON INTERNATIONAL CORP","CAM","Jan. 29, 2008","April 1, 2016"
"82196","DENBURY RESOURCES INC","DNR","April 2, 2009","March 20, 2015"
"82298","DIAMOND OFFSHORE DRILLING INC","DO","Feb. 26, 2009","Sept. 30, 2016"
"82307","DAVITA INC","DVA","July 31, 2008","Dec. 31, 2024"
"82598","NETAPP INC","NTAP","June 25, 1999","Dec. 31, 2024"
"82618","SANDISK CORP","SNDK","April 20, 2006","May 12, 2016"
"82642","LAUDER ESTEE COS INC","EL","Jan. 5, 2006","Dec. 31, 2024"
"82643","LEXMARK INTERNATIONAL INC NEW","LXK","Aug. 13, 1999","Sept. 28, 2012"
"82651","WATERS CORP","WAT","Jan. 2, 2002","Dec. 31, 2024"
"82686","CITRIX SYSTEMS INC","CTXS","Dec. 1, 1999","Sept. 30, 2022"
"82775","HARTFORD FINANCIAL SVCS GRP INC","HIG","Dec. 20, 1995","Dec. 31, 2024"
"83143","IRON MOUNTAIN INC","IRM","Jan. 6, 2009","Dec. 31, 2024"
"83421","DEAN FOODS CO NEW","DF","April 3, 2006","May 23, 2013"
"83435","YAHOO INC","YHOO","Dec. 8, 1999","June 16, 2017"
"83699","TITANIUM METALS CORP","TIE","Oct. 29, 2007","Dec. 21, 2012"
"83862","E TRADE FINANCIAL CORP","ETFC","April 1, 2004","Oct. 6, 2020"
"83906","STERICYCLE INC","SRCL","Nov. 19, 2008","Nov. 30, 2018"
"83976","ABERCROMBIE & FITCH CO","ANF","March 29, 2007","Dec. 20, 2013"
"84020","I M S HEALTH INC","RX","Nov. 1, 1996","Feb. 26, 2010"
"84032","NATIONAL OILWELL VARCO INC","NOV","March 14, 2005","Sept. 17, 2021"
"84129","ZIONS BANCORPORATION","ZION","June 25, 2001","March 15, 2024"
"84342","MONSTER WORLDWIDE INC","MWW","June 4, 2001","Dec. 16, 2011"
"84373","QUEST DIAGNOSTICS INC","DGX","Dec. 12, 2002","Dec. 31, 2024"
"84381","ROCKWELL AUTOMATION INC","ROK","Dec. 9, 1996","Dec. 31, 2024"
"84769","AMPHENOL CORP NEW","APH","Sept. 30, 2008","Dec. 31, 2024"
"84788","AMAZON COM INC","AMZN","Nov. 21, 2005","Dec. 31, 2024"
"85032","QWEST COMMUNICATIONS INTL INC","Q","July 6, 2000","March 31, 2011"
"85058","BOSTON PROPERTIES INC","BXP","April 3, 2006","Dec. 31, 2024"
"85072","POLO RALPH LAUREN CORP","RL","Feb. 2, 2007","Dec. 31, 2024"
"85269","VALERO ENERGY CORP NEW","VLO","April 29, 2004","Dec. 31, 2024"
"85348","YUM BRANDS INC","YUM","Oct. 7, 1997","Dec. 31, 2024"
"85459","CH ROBINSON WORLDWIDE INC","CHRW","March 2, 2007","Dec. 31, 2024"
"85631","AUTODESK INC","ADSK","Dec. 21, 1989","Dec. 31, 2024"
"85753","VERISIGN INC","VRSN","Feb. 1, 2006","Dec. 31, 2024"
"85792","QUANTA SERVICES INC","PWR","July 1, 2009","Dec. 31, 2024"
"85913","MARRIOTT INTERNATIONAL INC NEW","MAR","May 21, 1998","Dec. 31, 2024"
"85914","BEST BUY COMPANY INC","BBY","June 30, 1999","Dec. 31, 2024"
"85926","SEALED AIR CORP NEW","SEE","April 1, 1998","Dec. 15, 2023"
"85963","BROADCOM CORP","BRCM","July 3, 2000","Jan. 29, 2016"
"86021","L 3 COMMUNICATIONS HLDGS INC","LLL","Dec. 1, 2004","June 28, 2019"
"86102","FEDERATED INVESTORS INC PA","FII","April 16, 2003","Dec. 31, 2012"
"86111","AMERICAN TOWER CORP","AMT","Nov. 19, 2007","Dec. 31, 2024"
"86136","SEMPRA ENERGY","SRE","June 30, 1998","Dec. 31, 2024"
"86158","COGNIZANT TECHNOLOGY SOLS CORP","CTSH","Nov. 17, 2006","Dec. 31, 2024"
"86176","KING PHARMACEUTICALS INC","KG","Oct. 3, 2000","Dec. 17, 2010"
"86228","REPUBLIC SERVICES INC","RSG","Dec. 5, 2008","Dec. 31, 2024"
"86314","X L CAPITAL LTD","XL","Sept. 4, 2001","Sept. 14, 2018"
"86356","EBAY INC","EBAY","July 22, 2002","Dec. 31, 2024"
"86580","NVIDIA CORP","NVDA","Nov. 30, 2001","Dec. 31, 2024"
"86725","LIFE TECHNOLOGIES CORP","LIFE","Nov. 24, 2008","Jan. 23, 2014"
"86756","PEPSI BOTTLING GROUP INC","PBG","May 14, 2001","Feb. 26, 2010"
"86783","PRICELINE COM INC","PCLN","Nov. 6, 2009","Dec. 31, 2024"
"86799","CONSOL ENERGY INC","CNX","June 28, 2006","March 3, 2016"
"86868","GOLDMAN SACHS GROUP INC","GS","July 22, 2002","Dec. 31, 2024"
"86946","REYNOLDS AMERICAN INC","RAI","Sept. 4, 2002","July 25, 2017"
"86979","JUNIPER NETWORKS INC","JNPR","June 2, 2006","Dec. 31, 2024"
"87055","COSTCO WHOLESALE CORP NEW","COST","Oct. 22, 1993","Dec. 31, 2024"
"87070","HUDSON CITY BANCORP INC","HCBK","Feb. 15, 2007","Nov. 2, 2015"
"87137","DEVON ENERGY CORP NEW","DVN","Aug. 30, 2000","Dec. 31, 2024"
"87184","RED HAT INC","RHT","July 27, 2009","July 12, 2019"
"87292","PACTIV CORP","PTV","Nov. 5, 1999","Nov. 16, 2010"
"87299","AKAMAI TECHNOLOGIES INC","AKAM","July 12, 2007","Dec. 31, 2024"
"87432","AGILENT TECHNOLOGIES INC","A","June 5, 2000","Dec. 31, 2024"
"87447","UNITED PARCEL SERVICE INC","UPS","July 22, 2002","Dec. 31, 2024"
"87717","EXPEDITORS INTERNATIONAL WA INC","EXPD","Oct. 10, 2007","Dec. 31, 2024"
"87842","METLIFE INC","MET","Dec. 11, 2000","Dec. 31, 2024"
"88313","JANUS CAP GROUP INC","JNS","July 13, 2000","Nov. 22, 2011"
"88352","INTUITIVE SURGICAL INC","ISRG","June 2, 2008","Dec. 31, 2024"
"88590","DUN & BRADSTREET CORP DEL NEW","DNB","Dec. 2, 2008","April 4, 2017"
"88661","COACH INC","COH","Sept. 1, 2004","Dec. 31, 2024"
"88668","MONSANTO CO NEW","MON","Aug. 14, 2002","June 6, 2018"
"88845","AETNA INC NEW","AET","Dec. 14, 2000","Nov. 30, 2018"
"88853","FLUOR CORP NEW","FLR","Dec. 22, 2000","June 3, 2019"
"88991","PEABODY ENERGY CORP","BTU","Nov. 20, 2006","Sept. 19, 2014"
"89003","FIDELITY NATIONAL INFO SVCS INC","FIS","Nov. 10, 2006","Dec. 31, 2024"
"89004","F M C TECHNOLOGIES INC","FTI","June 5, 2009","Jan. 13, 2017"
"89006","KRAFT FOODS INC","KFT","April 2, 2007","Dec. 31, 2024"
"89014","ROCKWELL COLLINS INC","COL","July 2, 2001","Nov. 30, 2018"
"89070","ZIMMER HOLDINGS INC","ZMH","Aug. 7, 2001","Dec. 31, 2024"
"89179","WELLPOINT INC","WLP","July 25, 2002","Dec. 31, 2024"
"89195","PRINCIPAL FINANCIAL GROUP INC","PFG","July 22, 2002","Dec. 31, 2024"
"89258","PRUDENTIAL FINANCIAL INC","PRU","July 22, 2002","Dec. 31, 2024"
"89301","GAMESTOP CORP NEW","GME","Dec. 14, 2007","April 22, 2016"
"89525","COMCAST CORP NEW","CMCSA","Nov. 19, 2002","Dec. 31, 2024"
"89533","WYNN RESORTS LTD","WYNN","Nov. 14, 2008","Dec. 31, 2024"
"89626","C M E GROUP INC","CME","Aug. 11, 2006","Dec. 31, 2024"
"89757","SEARS HOLDINGS CORP","SHLD","March 28, 2005","Sept. 4, 2012"
"89813","MEDCO HEALTH SOLUTIONS INC","MHS","Aug. 20, 2003","April 3, 2012"
"89954","DIRECTV","DTV","Dec. 4, 2006","July 28, 2015"
"90038","ASSURANT INC","AIZ","April 10, 2007","Dec. 31, 2024"
"90110","HOSPIRA INC","HSP","May 3, 2004","Sept. 2, 2015"
"90162","GENWORTH FINANCIAL INC","GNW","Dec. 2, 2005","Nov. 17, 2015"
"90199","C B RICHARD ELLIS GROUP INC","CBG","Nov. 10, 2006","Dec. 31, 2024"
"90215","SALESFORCE COM INC","CRM","Sept. 15, 2008","Dec. 31, 2024"
"90319","GOOGLE INC","GOOG","April 3, 2006","Dec. 31, 2024"
"90441","NEWS CORP","NWSA","Dec. 20, 2004","March 19, 2019"
"90601","NASDAQ O M X GROUP INC","NDAQ","Oct. 22, 2008","Dec. 31, 2024"
"90609","NOVELL INC","NOVL","Nov. 1, 1991","April 27, 2011"
"90808","EXPEDIA INC DE","EXPE","Oct. 2, 2007","Dec. 31, 2024"
"90829","C F INDUSTRIES HOLDINGS INC","CF","Aug. 27, 2008","Dec. 31, 2024"
"90880","AMERIPRISE FINANCIAL INC","AMP","Oct. 3, 2005","Dec. 31, 2024"
"90993","INTERCONTINENTALEXCHANGE INC","ICE","Sept. 26, 2007","Dec. 31, 2024"
"91063","VIACOM INC NEW","VIA","Jan. 3, 2006","Dec. 4, 2019"
"91143","N Y S E EURONEXT","NYX","Oct. 25, 2007","Nov. 12, 2013"
"91207","STARWOOD HOTELS & REST WLDWD INC","HOT","April 10, 2006","Sept. 22, 2016"
"91233","MASTERCARD INC","MA","July 18, 2008","Dec. 31, 2024"
"91391","WINDSTREAM CORP","WIN","July 18, 2006","April 6, 2015"
"91392","WYNDHAM WORLDWIDE CORP","WYN","Aug. 1, 2006","May 30, 2018"
"91461","WESTERN UNION CO","WU","Oct. 2, 2006","Dec. 17, 2021"
"91547","S A I C INC","SAI","Dec. 21, 2009","Sept. 20, 2013"
"91556","ROSS STORES INC","ROST","Dec. 21, 2009","Dec. 31, 2024"
"91611","FIRST SOLAR INC","FSLR","Oct. 16, 2009","March 17, 2017"
"91650","SPECTRA ENERGY CORP","SE","Jan. 3, 2007","Feb. 27, 2017"
"91883","TIME WARNER CABLE INC","TWC","March 30, 2009","May 17, 2016"
"91937","METROPCS COMMUNICATIONS INC","PCS","June 30, 2009","April 30, 2013"
"92121","DISCOVER FINANCIAL SERVICES","DFS","July 2, 2007","Dec. 31, 2024"
"92293","TERADATA CORP DE","TDC","Oct. 1, 2007","June 16, 2017"
"92602","PHILIP MORRIS INTERNATIONAL INC","PM","March 31, 2008","Dec. 31, 2024"
"92611","VISA INC","V","Dec. 21, 2009","Dec. 31, 2024"
"92618","DR PEPPER SNAPPLE GROUP INC","DPS","Oct. 7, 2008","June 29, 2018"
"92655","UNITEDHEALTH GROUP INC","UNH","July 1, 1994","Dec. 31, 2024"
"92709","SCRIPPS NETWORKS INTERACTIVE INC","SNI","July 1, 2008","March 6, 2018"
"92890","MEAD JOHNSON NUTRITION CO","MJN","Dec. 21, 2009","June 16, 2017"
"92988","CAREFUSION CORP","CFN","Sept. 1, 2009","March 17, 2015"

